club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,involved_country
CD Tondela,Harramiz,27.0,Right Winger,Mafra,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,Ruca,27.0,Left-Back,Mafra,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,Ricardo Janota,31.0,Goalkeeper,Mafra,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,Ícaro,29.0,Centre-Back,,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,Claude Gonçalves,24.0,Defensive Midfield,Troyes,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,Júnior Pius,22.0,Centre-Back,FC Paços de Ferreira,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,João Vasco,23.0,Left Winger,Castelo Branco,loan transfer,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,Adílio Varela,21.0,Left Winger,Mirandela,loan transfer,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,Boubakary Diarra,24.0,Defensive Midfield,Rieti,?,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,Ricardo Moura,29.0,Goalkeeper,Coimbra,?,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,Miguel Batista,22.0,Goalkeeper,Without Club,-,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,Heliardo,26.0,attack,Cianorte,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,Murilo,22.0,Left Winger,Mirassol-SP,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,Joca,22.0,Right Midfield,SC Braga,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Portugal
CD Tondela,Tyler Boyd,23.0,Left Winger,Guimarães B,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Tondela,Pedro Nuno,23.0,Left Winger,SL Benfica,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Peter Etebo,22.0,Central Midfield,Stoke City,€7.20m,out,Summer,7.2,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Luís Aurélio,29.0,Central Midfield,Gaz Metan,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Michal Miskiewicz,29.0,Goalkeeper,Korona Kielce,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Ivo Eichman,20.0,Goalkeeper,Sanjoanense,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Alex Kakuba,27.0,Left-Back,PAS Giannina,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Luís Rocha,31.0,Centre-Back,Dinamo Minsk,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Hugo Seco,30.0,Right Winger,Irtysh,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Lane Nhaga,21.0,Centre-Forward,Oliv. Hospital,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Iduitua David,21.0,Left Winger,Águeda,loan transfer,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Ofufu Ibeh,20.0,Left Winger,Salgueiros,?,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Kiki,23.0,Left-Back,Felgueiras,loan transfer,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,João Graça,23.0,Attacking Midfield,FC Arouca,loan transfer,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Ibrahim Tomiwa,20.0,Centre-Forward,Without Club,-,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Barge,34.0,Right-Back,Retired,-,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Jean Sony Alcénat,32.0,Right-Back,Without Club,-,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Dele Alampasu,21.0,Goalkeeper,Feirense Sub-23,-,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Tiago Silva,25.0,Attacking Midfield,Belenenses,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Feirense,Zé Manuel,27.0,Second Striker,FC Porto,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Portugal
CD Feirense,Anastasios Karamanos,27.0,Centre-Forward,Olympiacos,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Ricardo Gomes,26.0,Centre-Forward,Partizan,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Nii Plange,29.0,Left Winger,Pinhalnovense,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Edgar Abreu,24.0,Central Midfield,Espinho,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Diego Silva,25.0,Centre-Back,Salgueiro,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Geraldo,25.0,Defensive Midfield,Amora FC,loan transfer,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Bheu Januário,24.0,Right-Back,Without Club,-,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Mateus da Silva,26.0,Defensive Midfield,FC Paços de Ferreira,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Diego Medeiros,25.0,Left Midfield,FC Paços de Ferreira,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Valkenedy,24.0,Defensive Midfield,Brusque-SC,"End of loanFeb 20, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Vanílson,27.0,Centre-Forward,Anápolis-GO,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Christian,29.0,Central Midfield,FC Paços de Ferreira,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Yaya Bamba,22.0,Defensive Midfield,Desportivo Aves (- 2020),"End of loanJan 31, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Júlio César,23.0,Centre-Back,Anápolis-GO,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Nacional,Murilo de Souza,23.0,Right Winger,Barra FC,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Guilherme Schettine,22.0,Centre-Forward,Dibba Fujairah,Loan fee:€85Th.,out,Summer,0.085,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Berny Burke,22.0,Right Midfield,Herediano,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Ítalo Montaño,19.0,Centre-Forward,Freamunde,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Vítor Alves,33.0,Centre-Back,Montalegre,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Dani Coelho,28.0,Right-Back,Lus. Lourosa,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Paulo Grilo,26.0,Defensive Midfield,Lus. Lourosa,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Adel,25.0,Central Midfield,Sharjah FC,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,João Reis,26.0,Left-Back,Tondela,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Igor Rocha,34.0,Left-Back,FC Vizela,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Ousmane Sountoura,23.0,Attacking Midfield,Apollon Pontou,loan transfer,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Rodolfo Cardoso,20.0,Goalkeeper,Águia,loan transfer,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Miguel Machado,19.0,midfield,Águia,loan transfer,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Luís Paulo,28.0,Goalkeeper,Caldas,?,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,João Pedro,30.0,Centre-Back,GD Estoril Praia,?,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Rúben Saldanha,30.0,Attacking Midfield,Coimbra,?,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Diogo Motty,18.0,Left Winger,Águia,loan transfer,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Rodrigo Simão,17.0,Centre-Forward,Águia,loan transfer,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Marcelo Oliveira,36.0,Centre-Back,Unknown,-,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Rafael Batatinha,28.0,Right Winger,Without Club,-,out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Kaio,22.0,Centre-Back,Ferroviária,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Thiago,25.0,Centre-Forward,São Carlos,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
CD Santa Clara,Toni Gorupec,24.0,Right-Back,Vitória Setúbal FC,"End of loanJun 30, 2018",out,Summer,,Liga Nos,2018,2018/2019,Portugal,Others
FC Porto,Juan Fernando Quintero,25.0,Attacking Midfield,River Plate,€3.75m,out,Winter,3.75,Liga Nos,2018,2018/2019,Portugal,Others
FC Porto,Sérgio Oliveira,26.0,Central Midfield,PAOK Salonika,loan transfer,out,Winter,,Liga Nos,2018,2018/2019,Portugal,Others
FC Porto,Chidozie Awaziem,22.0,Centre-Back,C. Rizespor,loan transfer,out,Winter,,Liga Nos,2018,2018/2019,Portugal,Others
FC Porto,Ewerton,26.0,Central Midfield,Urawa Reds,loan transfer,out,Winter,,Liga Nos,2018,2018/2019,Portugal,Others
FC Porto,João Pedro,22.0,Right-Back,FC Porto B,-,out,Winter,,Liga Nos,2018,2018/2019,Portugal,Others
FC Porto,Kelvin,25.0,Right Winger,Without Club,-,out,Winter,,Liga Nos,2018,2018/2019,Portugal,Others
FC Porto,Walter,29.0,Centre-Forward,FC Porto B,-,out,Winter,,Liga Nos,2018,2018/2019,Portugal,Others
FC Porto,Riechedly Bazoer,22.0,Centre-Back,VfL Wolfsburg,"End of loanJan 6, 2019",out,Winter,,Liga Nos,2018,2018/2019,Portugal,Others
FC Porto,Jorge,22.0,Left-Back,Monaco,"End of loanMar 27, 2019",out,Winter,,Liga Nos,2018,2018/2019,Portugal,Others
Sporting CP,Merih Demiral,20.0,Centre-Back,Alanyaspor,€3.50m,out,Winter,3.5,Liga Nos,2018,2018/2019,Portugal,Others
Sporting CP,Marcelo,29.0,Centre-Back,Chicago,€440Th.,out,Winter,0.44,Liga Nos,2018,2018/2019,Portugal,Others
